DayOfYear;flux_m3/s;c_mmol/m3;dis_mmol/s
206;-281.27813720703125;2.3360695838928223;-657.0853009433777
207;-301.0065002441406;2.3416852951049805;-704.8624953527178
208;-353.0910949707031;2.3461906909942627;-828.4190400932348
209;-395.87078857421875;2.3497257232666016;-930.1877750026761
210;-442.60394287109375;2.352459669113159;-1041.2079249947128
211;-579.8963012695312;2.354557752609253;-1365.3993318636058
212;-640.5914306640625;2.3561646938323975;-1509.3389121022483
213;-649.7928466796875;2.3573999404907227;-1531.8216180939926
214;-588.6535034179688;2.3583569526672363;-1388.2550824976934
215;-535.1539306640625;2.3591079711914062;-1262.485903644003
216;-564.4305419921875;2.3597075939178467;-1331.891036178131
217;-572.771484375;2.361624002456665;-1352.6708854227327
218;-569.015380859375;2.364469051361084;-1345.4192577904323
219;-560.9485473632812;2.3684611320495605;-1328.5848315095936
220;-540.0528564453125;2.374025821685791;-1282.0994262763415
221;-500.0725402832031;2.381728410720825;-1191.0369766138392
222;-456.76617431640625;2.392310619354248;-1092.7265693789523
223;-435.847900390625;2.406723976135254;-1048.965591818327
224;-394.00262451171875;2.4261605739593506;-955.913633626842
225;-327.03436279296875;2.4520606994628906;-801.9081083785277
226;-303.11529541015625;2.486079454421997;-753.5687082402437
227;-319.70263671875;2.529984474182129;-808.8427072535269
228;-315.9302978515625;2.5854549407958984;-816.8235495274421
229;-298.6064147949219;2.653763771057129;-792.4308853880211
230;-296.53375244140625;2.7353692054748535;-811.1292948121263
231;-322.3746337890625;2.8295021057128906;-912.1597051345743
232;-334.3675231933594;2.9339020252227783;-981.0015534657214
233;-311.8930969238281;3.044869899749756;-949.6739027630974
234;-296.18853759765625;3.1578946113586426;-935.3321868258354
235;-271.3005676269531;3.269563913345337;-887.0345455831921
236;-255.80320739746094;3.3754565715789795;-863.4526174407401
237;-260.7523498535156;3.4716408252716064;-905.2385030369696
238;-250.05859375;3.555574655532837;-889.1019983356819
239;-230.03628540039062;3.626230239868164;-834.1645343858399
240;-230.62342834472656;3.6838738918304443;-849.5876265235675
241;-216.75352478027344;3.7296669483184814;-808.4184573045168
242;-198.84461975097656;3.7652461528778076;-748.698939537815
243;-200.8298797607422;3.7923853397369385;-761.6242917857708
244;-195.41700744628906;3.8127737045288086;-745.0808274089213
245;-192.02249145507812;3.8278968334198;-735.0422869862741
246;-167.01812744140625;3.8389928340911865;-641.1813944108872
247;-221.93605041503906;3.8470563888549805;-853.8005006664171
248;-230.4242706298828;3.8528645038604736;-887.793493137815
249;-203.9478759765625;3.8570120334625244;-786.6294118407241
250;-163.96783447265625;3.859947443008423;-632.9072234083578
251;-156.08316040039062;3.862004041671753;-602.7937963032091
252;-155.97451782226562;3.8637707233428955;-602.6497755491946
253;-145.94354248046875;3.8660974502563477;-564.2319574651192
254;-116.0525131225586;3.869204521179199;-449.03090846801206
255;-116.21476745605469;3.8733723163604736;-450.14306301655233
256;-124.73075103759766;3.8789730072021484;-483.8272164428927
257;-130.85670471191406;3.886488437652588;-508.5730698521729
