DayOfYear;flux_m3/s;c_mmol/m3;dis_mmol/s
78;-401.3086853027344;16.03023338317871;-6433.071884099452
79;-400.5498352050781;16.046039581298828;-6427.238509983406
80;-396.0209655761719;16.05076026916504;-6356.437580026395
81;-382.45220947265625;16.022254943847656;-6127.746804008726
82;-366.78265380859375;15.982078552246094;-5861.94918477023
83;-365.0533142089844;16.000272750854492;-5840.952595947136
84;-354.08843994140625;15.979179382324219;-5658.042699031066
85;-354.422119140625;16.016845703125;-5676.724396049976
86;-365.02423095703125;16.103235244750977;-5878.071061135386
87;-365.4515380859375;16.14328956604004;-5899.590001675999
88;-368.79779052734375;16.194908142089844;-5972.646340596024
89;-356.87017822265625;16.174531936645508;-5772.208094898728
90;-354.2413635253906;16.19206428527832;-5735.898930707772
91;-348.6133117675781;16.190336227416992;-5644.166730870435
92;-352.85772705078125;16.232328414916992;-5727.702509229421
93;-357.6871643066406;16.27253532409668;-5820.477016155783
94;-364.9980773925781;16.319881439208984;-5956.7253485861
95;-346.7226257324219;16.24326515197754;-5631.907543961599
96;-340.94140625;16.221830368041992;-5530.693657629192
97;-333.43243408203125;16.18822479248047;-5397.679196023848
98;-338.01470947265625;16.21758460998535;-5481.78215029242
99;-338.8701477050781;16.225849151611328;-5498.455898646847
100;-341.7298278808594;16.243919372558594;-5551.0317712950055
101;-346.9959411621094;16.273683547973633;-5646.902138903446
102;-350.8670349121094;16.296205520629883;-5717.801311341755
103;-359.55987548828125;16.341989517211914;-5875.923716039513
104;-367.953125;16.385974884033203;-6029.27066475153
105;-343.6070251464844;16.27739906311035;-5593.02866919752
106;-346.3210754394531;16.169092178344727;-5599.6973920839955
107;-313.9976501464844;15.859134674072266;-4979.731021015323
108;-344.7717590332031;16.134109497070312;-5562.58531173924
109;-343.1655578613281;16.161197662353516;-5545.966411508736
110;-348.0472106933594;16.19699478149414;-5637.318855313933
111;-347.0149230957031;16.171104431152344;-5611.614560548915
112;-352.303466796875;16.11554527282715;-5677.562468938995
113;-355.85272216796875;15.967238426208496;-5681.985259471287
114;-367.0426940917969;15.786520004272461;-5794.326832702209
115;-374.7556457519531;15.57110595703125;-5835.35986799933
116;-383.0923767089844;15.389300346374512;-5895.523645581008
117;-383.5220031738281;15.227656364440918;-5840.141272533074
118;-400.6443786621094;15.171613693237305;-6078.42174142861
119;-422.6628112792969;15.17301082611084;-6413.067411335214
120;-417.5400390625;15.117897987365723;-6312.327716187574
121;-421.9700622558594;15.1237211227417;-6381.75754370357
122;-417.263427734375;15.11482048034668;-6306.861803219188
123;-416.4425048828125;15.127952575683594;-6299.922464366071
124;-417.5820007324219;15.151667594909668;-6327.063668714982
