DayOfYear;flux_m3/s;c_mmol/m3;dis_mmol/s
325;-11.109237670898438;24.770212173461914;-275.17817419357016
326;-9.489795684814453;24.76738929748535;-235.03746407939616
327;-8.468759536743164;24.76506805419922;-209.7294062620931
328;-7.275969505310059;24.763212203979492;-180.17637684967667
329;-6.3617658615112305;24.772953033447266;-157.5997268970059
330;-5.656735897064209;24.805715560913086;-140.3193816657813
331;-5.750993728637695;24.860183715820312;-142.97076064246357
332;-5.111198902130127;24.936622619628906;-127.45603815628056
333;-4.395784378051758;25.004446029663086;-109.9141532390313
334;-4.067895412445068;24.964130401611328;-101.55147153639518
335;-3.953803777694702;24.64976692199707;-97.46034157548593
336;-5.217995643615723;23.956501007080078;-125.00491789121952
337;-4.544205188751221;23.078672409057617;-104.87422291072926
338;-5.686099529266357;22.296701431274414;-126.78126351256196
339;-5.826424598693848;21.688180923461914;-126.36455083338114
340;-5.187432765960693;21.24060821533203;-110.18422702514727
341;-5.733404636383057;20.916969299316406;-119.92544875978274
342;-13.022954940795898;20.682483673095703;-269.3470529384722
343;-28.823925018310547;20.510787963867188;-591.2014143369743
344;-25.758691787719727;20.471349716186523;-527.3151878178724
345;-20.50282096862793;20.546424865722656;-421.25967056727677
346;-16.65145492553711;20.62177848815918;-343.3826149799934
347;-12.050101280212402;20.696979522705078;-249.40069944307834
348;-9.904229164123535;20.771697998046875;-205.7276571006223
349;-19.609830856323242;20.84567642211914;-408.7801887234018
350;-30.976213455200195;20.918720245361328;-647.9827435299303
351;-28.059736251831055;20.990684509277344;-588.993071075718
352;-24.796977996826172;21.06147003173828;-522.260808957828
353;-36.803855895996094;21.131000518798828;-777.7022980320908
354;-31.369707107543945;21.199235916137695;-665.0138215929655
355;-53.18358612060547;21.26615333557129;-1131.010297376357
356;-38.84062957763672;21.331745147705078;-828.5384115265624
357;-40.22542953491211;21.39601707458496;-860.6639771614937
358;-30.419519424438477;21.458988189697266;-652.7721080652918
359;-17.301040649414062;21.520679473876953;-372.330150380556
360;-11.274853706359863;21.581125259399414;-243.32403011835595
361;-9.157851219177246;21.640363693237305;-198.17923103155226
362;-57.34933853149414;21.698436737060547;-1244.3909940378944
363;-44.23626708984375;21.755390167236328;-962.3772500816267
364;-28.834835052490234;21.811275482177734;-628.9245308130194
365;-36.799415588378906;21.866153717041016;-804.6616779527685
366;-22.39326286315918;21.92008399963379;-490.86220298632907
