DayOfYear;depth_0.5;depth_1.5;depth_2.5;depth_4.0;depth_6.25;depth_8.75;depth_12.5;depth_17.5;depth_25.0;depth_35.0;depth_45.0;depth_55.0;depth_65.0;depth_75.0;depth_85.0;depth_95.0;depth_107.5
21;0.8639596576940168;0.8639596576940168;0.8639596576940168;0.8950463745897888;0.8353857819418128;0.8237437952929184;0.8085169186943459;0.8207210765191046;0.7526609350587775;0.643314139951537;0.49466028991470634;0.5860162667137009;0.5997969886189649;0.4388423860754551;0.4388423860754551;0.5974257571114191;0.5974257571114191
22;0.8671212831193159;0.8671212831193159;0.8671212831193159;0.8977158799408165;0.8392630171918704;0.8285955772170728;0.8122637486977463;0.8225669088979086;0.7543933269147058;0.6445781128766045;0.49571215688989095;0.5874461344497925;0.6011459607215633;0.43948781078828875;0.43948781078828875;0.5981573810751564;0.5981573810751564
23;0.8702829085446152;0.8702829085446152;0.8702829085446152;0.900385385291844;0.8431402524419286;0.833447359141227;0.8160105787011467;0.824412741276713;0.7561257187706345;0.6458420858016723;0.49676402386507557;0.5888760021858841;0.6024949328241616;0.44013323550112243;0.44013323550112243;0.5988890050388939;0.5988890050388939
24;0.8734445339699146;0.8734445339699146;0.8734445339699146;0.9030548906428719;0.8470174876919863;0.8382991410653813;0.8197574087045472;0.8262585736555174;0.757858110626563;0.64710605872674;0.4978158908402603;0.5903058699219759;0.60384390492676;0.4407786602139561;0.4407786602139561;0.5996206290026311;0.5996206290026311
25;0.8766061593952138;0.8766061593952138;0.8766061593952138;0.9057243959938991;0.8508947229420442;0.8431509229895358;0.8235042387079475;0.828104406034322;0.7595905024824915;0.6483700316518077;0.49886775781544496;0.5917357376580675;0.6051928770293584;0.44142408492679;0.44142408492679;0.6003522529663686;0.6003522529663686
26;0.8797677848205133;0.8797677848205133;0.8797677848205133;0.9083939013449268;0.8547719581921019;0.8480027049136898;0.827251068711348;0.829950238413126;0.7613228943384202;0.6496340045768755;0.49991962479062946;0.5931656053941592;0.6065418491319567;0.44206950963962366;0.44206950963962366;0.601083876930106;0.601083876930106
27;0.8829294102458124;0.8829294102458124;0.8829294102458124;0.9110634066959542;0.8586491934421598;0.852854486837844;0.8309978987147484;0.8317960707919304;0.7630552861943486;0.6508979775019431;0.5009714917658141;0.5945954731302511;0.6078908212345553;0.4427149343524574;0.4427149343524574;0.6018155008938435;0.6018155008938435
28;0.8860910356711119;0.8860910356711119;0.8860910356711119;0.9137329120469819;0.8625264286922177;0.8577062687619985;0.8347447287181489;0.8336419031707346;0.7647876780502773;0.6521619504270109;0.5020233587409988;0.5960253408663426;0.6092397933371536;0.44336035906529114;0.44336035906529114;0.6025471248575808;0.6025471248575808
29;0.8892526610964111;0.8892526610964111;0.8892526610964111;0.9164024173980099;0.8664036639422754;0.8625580506861528;0.8384915587215491;0.8354877355495389;0.7665200699062059;0.6534259233520786;0.5030752257161833;0.5974552086024345;0.610588765439752;0.4440057837781248;0.4440057837781248;0.6032787488213184;0.6032787488213184
30;0.8924142865217106;0.8924142865217106;0.8924142865217106;0.9190719227490373;0.8702808991923331;0.8674098326103071;0.8422383887249496;0.8373335679283436;0.7682524617621342;0.6546898962771462;0.5041270926913679;0.5988850763385262;0.6119377375423505;0.4446512084909584;0.4446512084909584;0.6040103727850556;0.6040103727850556
31;0.8955759119470098;0.8955759119470098;0.8955759119470098;0.921741428100065;0.8741581344423911;0.8722616145344616;0.84598521872835;0.8391794003071475;0.7699848536180628;0.655953869202214;0.5051789596665527;0.6003149440746178;0.6132867096449487;0.4452966332037922;0.4452966332037922;0.6047419967487931;0.6047419967487931
32;0.8987375373723093;0.8987375373723093;0.8987375373723093;0.9244109334510924;0.878035369692449;0.8771133964586155;0.8497320487317505;0.841025232685952;0.7717172454739912;0.6572178421272817;0.5062308266417372;0.6017448118107096;0.6146356817475471;0.44594205791662594;0.44594205791662594;0.6054736207125305;0.6054736207125305
33;0.9018991627976086;0.9018991627976086;0.9018991627976086;0.9270804388021201;0.8819126049425066;0.8819651783827699;0.8534788787351508;0.8428710650647561;0.7734496373299198;0.6584818150523497;0.507282693616922;0.6031746795468013;0.6159846538501452;0.44658748262945963;0.44658748262945963;0.6062052446762679;0.6062052446762679
34;0.9050607882229077;0.9050607882229077;0.9050607882229077;0.9297499441531477;0.8857898401925648;0.8868169603069241;0.8572257087385513;0.8447168974435608;0.7751820291858482;0.6597457879774172;0.5083345605921065;0.6046045472828929;0.6173336259527438;0.4472329073422934;0.4472329073422934;0.6069368686400053;0.6069368686400053
35;0.9113020545954952;0.9113020545954952;0.9113020545954952;0.9355961747397239;0.8922915343170813;0.8939902769055542;0.8627646192105026;0.8477452482842952;0.7775287576855253;0.6612198449360985;0.509516934315445;0.6064477058565877;0.6191696110423551;0.4478783320551271;0.4478783320551271;0.607978274564901;0.607978274564901
36;0.9175433209680827;0.9175433209680827;0.9175433209680827;0.9414424053263004;0.8987932284415979;0.9011635935041842;0.8683035296824542;0.8507735991250296;0.7798754861852022;0.6626939018947796;0.5106993080387835;0.6082908644302821;0.6210055961319665;0.4485237567679608;0.4485237567679608;0.6090196804897964;0.6090196804897964
37;0.9237845873406699;0.9237845873406699;0.9237845873406699;0.9472886359128768;0.9052949225661145;0.9083369101028146;0.8738424401544059;0.8538019499657643;0.7822222146848791;0.6641679588534609;0.5118816817621218;0.6101340230039766;0.622841581221578;0.4491691814807945;0.4491691814807945;0.6100610864146919;0.6100610864146919
